sentence_id,sentence,code_switch,aspect,opinion,valence,arousal
50,banda sabanaqvi toh fir maane na ki hum indian hai lekin apne aapko turko ki aulaad bataane se fursat nahi hai muslims ko invaders or kabzedaaro ko hero banaakr baithe hai,banda:HI sabanaqvi:HI toh:HI fir:HI maane:HI na:HI ki:HI hum:HI indian:EN hai:HI lekin:HI apne:HI aapko:HI turko:HI ki:HI aulaad:HI bataane:HI se:HI fursat:HI nahi:HI hai:HI muslims:EN ko:HI invaders:EN or:EN kabzedaaro:HI ko:HI hero:EN banaakr:HI baithe:HI hai:HI,muslims,apne aapko turko ki aulaad bataane se fursat nahi hai,0.12,0.82
580,show ka satyanash to dekho yaar adi pehle angry young man tha phir kabir singh bana aur ab jhonny sins yuck voldemort ek concubine jaisa behave kar rahe hai when she knows she is not legally married wo jake apne he jeeja pe dore daar rahe hai,show:EN ka:HI satyanash:HI to:EN dekho:HI yaar:HI adi:HI pehle:HI angry:EN young:EN man:EN tha:HI phir:HI kabir:HI singh:HI bana:HI aur:HI ab:HI jhonny:EN sins:EN yuck:EN voldemort:EN ek:HI concubine:EN jaisa:HI behave:EN kar:HI rahe:HI hai:HI when:EN she:EN knows:EN she:EN is:EN not:EN legally:EN married:EN wo:HI jake:HI apne:HI he:HI jeeja:HI pe:HI dore:EN daar:HI rahe:HI hai:HI,adi,angry young man tha phir kabir singh bana aur ab jhonny sins,0.15,0.8
360,sir ek time mai private teacher tha apne teaching period me kuch movie ki story v likhi thi bt koi link na hone se use apne copy tak hi simit rakha hai sir mujhe ek mauka chahiye khud ko sabit karne ke liye main v aapki trh logo ki help krna chahta hu,sir:HI ek:HI time:EN mai:HI private:EN teacher:EN tha:HI apne:HI teaching:EN period:EN me:HI kuch:HI movie:EN ki:HI story:EN v:EN likhi:HI thi:HI bt:HI koi:HI link:EN na:HI hone:HI se:HI use:HI apne:HI copy:EN tak:HI hi:HI simit:HI rakha:HI hai:HI sir:EN mujhe:HI ek:HI mauka:HI chahiye:HI khud:HI ko:HI sabit:HI karne:HI ke:HI liye:HI main:HI v:EN aapki:HI trh:EN logo:EN ki:HI help:EN krna:HI chahta:HI hu:HI,mauka,mujhe ek mauka chahiye khud ko sabit karne ke liye,0.65,0.7
107,22 sgh chopra1 pehle pata toh kar apne sandal k heel se kya karti hai mai chatna toh dur ki baat wo chusti ekdum mast hai,22:EN sgh:EN chopra1:HI pehle:HI pata:HI toh:HI kar:HI apne:HI sandal:EN k:HI heel:EN se:HI kya:HI karti:HI hai:HI mai:HI chatna:HI toh:HI dur:HI ki:HI baat:HI wo:HI chusti:HI ekdum:HI mast:EN hai:HI,chopra1,husti ekdum mast hai,0.696,0.545
433,arslan abey jahil jab nahi aati english toh mat bola karo yeh tere akele ki dikkat nahi pure pakistan ki hai kyu nanga hone ajate ho yahan pe jaake youtube pe bandar ki tarah naach i love india bol ke 4 paise kama ke apne gharwalon ko khanna khila,arslan:EN abey:HI jahil:HI jab:HI nahi:HI aati:HI english:EN toh:HI mat:HI bola:HI karo:HI yeh:HI tere:HI akele:HI ki:HI dikkat:HI nahi:HI pure:HI pakistan:EN ki:HI hai:HI kyu:HI nanga:HI hone:HI ajate:HI ho:HI yahan:HI pe:HI jaake:HI youtube:EN pe:HI bandar:HI ki:HI tarah:HI naach:HI i:EN love:EN india:EN bol:HI ke:HI 4:EN paise:HI kama:HI ke:HI apne:HI gharwalon:HI ko:HI khanna:HI khila:HI,english,nahi aati english toh mat bola karo,0.255,0.535
32,aap log bhi apne desh ko support karo aur india ke offline business ko support karo aur ek achcha insan bano justicefortraders,aap:HI log:HI bhi:HI apne:HI desh:HI ko:HI support:EN karo:HI aur:HI india:EN ke:HI offline:EN business:EN ko:HI support:EN karo:HI aur:HI ek:HI achcha:HI insan:HI bano:HI justicefortraders:HI,offline business,support karo,0.816,0.561
48,mein v changa mera peo v changa meri maa v changi ristdaar baki apko pata hi hain suna hoga apne b yeh song,mein:HI v:EN changa:HI mera:HI peo:HI v:EN changa:HI meri:HI maa:HI v:EN changi:EN ristdaar:HI baki:HI apko:HI pata:HI hi:HI hain:HI suna:HI hoga:HI apne:HI b:EN yeh:HI song:EN,song,suna hoga apne b,0.5,0.4
589,ab modi ne is k khilaf campaign shuru ker deni hai apne player k khilaf campaign karenge jispe itne saal invest kiya suna hai naan se jyada ganja sasta hai pakistan mein,ab:HI modi:HI ne:HI is:HI k:HI khilaf:HI campaign:EN shuru:HI ker:HI deni:HI hai:HI apne:HI player:EN k:HI khilaf:HI campaign:EN karenge:HI jispe:HI itne:HI saal:HI invest:EN kiya:HI suna:HI hai:HI naan:HI se:HI jyada:HI ganja:EN sasta:HI hai:HI pakistan:EN mein:HI,neta,modi ne is k khilaf campaign shuru ker deni hai,0.45,0.633
24,central gov se lekar state gov ke saath 2 hmare samaj ko bhi sports ke prati jagrit hona pdega parents ko bhi apne bacchon ka support amp uske sath hmesha khda rhna padega meri sari gov and logo se haath jodkar prathna hai sport ke prati lagav rakhiye 1 nhi bahut gold ayega promies,central:EN gov:EN se:HI lekar:HI state:EN gov:EN ke:HI saath:HI 2:EN hmare:HI samaj:HI ko:HI bhi:HI sports:EN ke:HI prati:HI jagrit:HI hona:HI pdega:HI parents:EN ko:HI bhi:HI apne:HI bacchon:HI ka:HI support:EN amp:EN uske:HI sath:HI hmesha:HI khda:HI rhna:HI padega:HI meri:HI sari:HI gov:EN and:EN logo:EN se:HI haath:HI jodkar:HI prathna:HI hai:HI sport:EN ke:HI prati:HI lagav:HI rakhiye:HI 1:EN nhi:HI bahut:HI gold:EN ayega:HI promies:HI,sport,1 nhi bahut gold ayega,0.894,0.693
399,inme se 2 4 hi bb15 keliye qualify honge then syd apne pasand ke koyi aaye abhi toh nhi accha lg rha meko koyi,inme:HI se:HI 2:EN 4:EN hi:HI bb15:HI keliye:HI qualify:EN honge:HI then:EN syd:EN apne:HI pasand:HI ke:HI koyi:HI aaye:HI abhi:HI toh:HI nhi:HI accha:HI lg:HI rha:HI meko:HI koyi:HI,bb15,2 4 hi qualify honge,0.591,0.498
480,ksaurav guide tab kiya ja sakta hai jab koi guidance ko follow karna chahe yahan bohut sare aise log bhi hai jo apne aap ko pm samajhte hai aur am not the leader tagline leke ghumte hai aise log bas apni marji ke maafik kaam kartein hai kisiko sunne ki jarurat nahi samajhte,ksaurav:HI guide:EN tab:HI kiya:HI ja:HI sakta:HI hai:HI jab:HI koi:HI guidance:EN ko:HI follow:EN karna:HI chahe:HI yahan:HI bohut:HI sare:HI aise:HI log:HI bhi:HI hai:HI jo:HI apne:HI aap:HI ko:HI pm:EN samajhte:HI hai:HI aur:HI am:EN not:EN the:EN leader:EN tagline:EN leke:HI ghumte:HI hai:HI aise:HI log:HI bas:HI apni:HI marji:HI ke:HI maafik:HI kaam:HI kartein:HI hai:HI kisiko:HI sunne:HI ki:HI jarurat:HI nahi:HI samajhte:HI,guide,tab kiya ja sakta hai jab koi guidance ko follow karna chahe,0.447,0.463
65,agher apne physics chemistry maths ke exams lene he the to selective subjects pr time kiun zaya kia gya,agher:HI apne:HI physics:EN chemistry:EN maths:EN ke:HI exams:EN lene:HI he:HI the:EN to:EN selective:EN subjects:EN pr:EN time:EN kiun:HI zaya:HI kia:HI gya:HI,selective subjects,time kiun zaya kia gya,0.392,0.504
24,central gov se lekar state gov ke saath 2 hmare samaj ko bhi sports ke prati jagrit hona pdega parents ko bhi apne bacchon ka support amp uske sath hmesha khda rhna padega meri sari gov and logo se haath jodkar prathna hai sport ke prati lagav rakhiye 1 nhi bahut gold ayega promies,central:EN gov:EN se:HI lekar:HI state:EN gov:EN ke:HI saath:HI 2:EN hmare:HI samaj:HI ko:HI bhi:HI sports:EN ke:HI prati:HI jagrit:HI hona:HI pdega:HI parents:EN ko:HI bhi:HI apne:HI bacchon:HI ka:HI support:EN amp:EN uske:HI sath:HI hmesha:HI khda:HI rhna:HI padega:HI meri:HI sari:HI gov:EN and:EN logo:EN se:HI haath:HI jodkar:HI prathna:HI hai:HI sport:EN ke:HI prati:HI lagav:HI rakhiye:HI 1:EN nhi:HI bahut:HI gold:EN ayega:HI promies:HI,central gov,sports ke prati jagrit hona pdega,0.716,0.617
25,aapne apne kafil ko kyu dhoka diya bhai sab pehle se hi plan tha na india jaakr biwi k sath youtube pr numaaish kr k haram ka paisa kamaana tha halal ki roti to hazam nhi horahi thi right na bhai nvr expected,aapne:HI apne:HI kafil:HI ko:HI kyu:HI dhoka:HI diya:HI bhai:HI sab:HI pehle:HI se:HI hi:HI plan:EN tha:HI na:HI india:EN jaakr:HI biwi:HI k:HI sath:HI youtube:EN pr:EN numaaish:HI kr:EN k:HI haram:HI ka:HI paisa:HI kamaana:HI tha:HI halal:HI ki:HI roti:HI to:EN hazam:HI nhi:HI horahi:HI thi:HI right:EN na:HI bhai:HI nvr:EN expected:EN,haram ka paisa,numaaish kr k haram ka paisa kamaana tha,0.1,0.88
228,apne jiss show k fl se promote karwa rahe hain uss show ko bhi promote karo acche se please we want ipzn2,apne:HI jiss:HI show:EN k:HI fl:EN se:HI promote:EN karwa:HI rahe:HI hain:HI uss:HI show:EN ko:HI bhi:HI promote:EN karo:HI acche:HI se:HI please:EN we:EN want:EN ipzn2:HI,show,promote karo acche se,0.74,0.573
215,apne hath pe tattoo krwalo daadi ka bhakt we want ipzn2,apne:HI hath:HI pe:HI tattoo:EN krwalo:HI daadi:HI ka:HI bhakt:HI we:EN want:EN ipzn2:HI,bhakt,daadi ka bhakt,0.15,0.8
449,sp don thk hai koi mulla hai jo apne bahan ki shaadi mujhse karana chahta hai,sp:EN don:EN thk:EN hai:HI koi:HI mulla:HI hai:HI jo:HI apne:HI bahan:HI ki:HI shaadi:HI mujhse:HI karana:HI chahta:HI hai:HI,sp,don thk hai koi mulla hai jo apne bahan ki shaadi mujhse karana chahta hai,0.373,0.577
494,p0 har insan ka apne azadi chatar hjhnda to chat per kia kheto ne bhi gad sakta h moka milna h,p0:EN har:HI insan:HI ka:HI apne:HI azadi:HI chatar:EN hjhnda:HI to:EN chat:EN per:HI kia:HI kheto:HI ne:HI bhi:HI gad:HI sakta:HI h:EN moka:HI milna:HI h:EN,jhnda,apne azadi chatar hjhnda to chat per kia kheto ne bhi gad sakta h,0.54,0.478
58,bro ismein apni nakami wali konsi bat hai pakistani backward areas apne dekhe nhi hain waqif hotin to ye comment na detin meri itni intelligent classfellows ko sirf larki hone ki waja se opportunities avail nhi karne din it s your luck ke apko ache log mil gaye,bro:EN ismein:HI apni:HI nakami:HI wali:HI konsi:HI bat:EN hai:HI pakistani:EN backward:EN areas:EN apne:HI dekhe:HI nhi:HI hain:HI waqif:HI hotin:EN to:HI ye:HI comment:EN na:HI detin:HI meri:HI itni:HI intelligent:EN classfellows:HI ko:HI sirf:HI larki:HI hone:HI ki:HI waja:HI se:HI opportunities:EN avail:EN nhi:HI karne:HI din:HI it:EN s:EN your:EN luck:EN ke:HI apko:HI ache:HI log:HI mil:HI gaye:HI,nakami,nakami wali konsi bat hai,0.362,0.48
431,haa ache se acting mat karvaana ache kapde nahi dena ache makeup nahi dena ache dialogues nahi dena ache story bhi nahi dena lekin promo zaroor dena oh bhai promo apne paas hi rakhiye aapke aur bhi shows hai jinhe promos chahiye ghumhaikisikeypyaarmeiin,haa:HI ache:HI se:HI acting:EN mat:HI karvaana:HI ache:HI kapde:HI nahi:HI dena:HI ache:HI makeup:EN nahi:HI dena:HI ache:HI dialogues:EN nahi:HI dena:HI ache:HI story:EN bhi:HI nahi:HI dena:HI lekin:HI promo:EN zaroor:HI dena:HI oh:EN bhai:HI promo:EN apne:HI paas:HI hi:HI rakhiye:HI aapke:HI aur:HI bhi:HI shows:EN hai:HI jinhe:HI promos:EN chahiye:HI ghumhaikisikeypyaarmeiin:HI,dialogues,ache dialogues nahi dena,0.15,0.65
475,miadham g mane 8171 pr mesag kia tha apne es shenakse kadha pr 3310040937505 pr eska jiwab nahe aya,miadham:HI g:HI mane:HI 8171:HI pr:EN mesag:HI kia:HI tha:HI apne:HI es:HI shenakse:HI kadha:HI pr:EN 3310040937505:HI pr:EN eska:EN jiwab:HI nahe:HI aya:HI,mesag,jiwab nahe aya,0.2,0.4
46,sir ignore karein log hamesha negativity hi spread karte hain aap apne aap ko control karein please,sir:HI ignore:EN karein:HI log:HI hamesha:HI negativity:EN hi:HI spread:EN karte:HI hain:HI aap:HI apne:HI aap:HI ko:HI control:EN karein:HI please:EN,aap,apne aap ko control karein please,0.661,0.38
223,ha apne bachon ko dikhane ke lia rakh sakte hai pr tb tk ghar walo ke hat lag gye to na shadi hogi aur na bacche,ha:HI apne:HI bachon:HI ko:HI dikhane:HI ke:HI lia:HI rakh:HI sakte:HI hai:HI pr:EN tb:EN tk:HI ghar:HI walo:HI ke:HI hat:EN lag:HI gye:HI to:HI na:HI shadi:HI hogi:HI aur:HI na:HI bacche:HI,bachon,dikhane ke lia rakh sakte hai,0.45,0.3
46,sir ignore karein log hamesha negativity hi spread karte hain aap apne aap ko control karein please,sir:HI ignore:EN karein:HI log:HI hamesha:HI negativity:EN hi:HI spread:EN karte:HI hain:HI aap:HI apne:HI aap:HI ko:HI control:EN karein:HI please:EN,log,hamesha negativity hi spread karte hain,0.344,0.641
24,central gov se lekar state gov ke saath 2 hmare samaj ko bhi sports ke prati jagrit hona pdega parents ko bhi apne bacchon ka support amp uske sath hmesha khda rhna padega meri sari gov and logo se haath jodkar prathna hai sport ke prati lagav rakhiye 1 nhi bahut gold ayega promies,central:EN gov:EN se:HI lekar:HI state:EN gov:EN ke:HI saath:HI 2:EN hmare:HI samaj:HI ko:HI bhi:HI sports:EN ke:HI prati:HI jagrit:HI hona:HI pdega:HI parents:EN ko:HI bhi:HI apne:HI bacchon:HI ka:HI support:EN amp:EN uske:HI sath:HI hmesha:HI khda:HI rhna:HI padega:HI meri:HI sari:HI gov:EN and:EN logo:EN se:HI haath:HI jodkar:HI prathna:HI hai:HI sport:EN ke:HI prati:HI lagav:HI rakhiye:HI 1:EN nhi:HI bahut:HI gold:EN ayega:HI promies:HI,state gov,sports ke prati jagrit hona pdega,0.716,0.617
200,aagaye apne aukaat pe andhcongressi don t worry tu bhi tere party ke dubti naiyya me dubega janta dekhti hi tu beta jitna chahiye ud le yeh aakhri tweet hoga mera tere jaise rotlu pointless insaan ke liye chal bhag ab,aagaye:HI apne:HI aukaat:HI pe:HI andhcongressi:HI don:EN t:EN worry:EN tu:HI bhi:HI tere:HI party:EN ke:HI dubti:HI naiyya:HI me:HI dubega:HI janta:HI dekhti:HI hi:HI tu:HI beta:HI jitna:HI chahiye:HI ud:HI le:HI yeh:HI aakhri:HI tweet:EN hoga:HI mera:HI tere:HI jaise:HI rotlu:HI pointless:EN insaan:HI ke:HI liye:HI chal:HI bhag:HI ab:HI,insaan,rotlu pointless,0.068,0.577
413,sare fake site pe in chamcho ko bharosa h per apne desh ki army pe ye trust nhi kar skate,sare:HI fake:EN site:EN pe:HI in:EN chamcho:HI ko:HI bharosa:HI h:EN per:HI apne:HI desh:HI ki:HI army:EN pe:HI ye:HI trust:EN nhi:HI kar:HI skate:EN,army,trust nhi kar skate,0.457,0.65
261,me rohit patidar sir me dewas dist se hu sir me 11th class ka students hu sir jo apne abhi school buss ki anumati nhi di he usse sir gav ke student ko bahut dikt ati he sir or bahut students government bus se ati he padye ke liye apni please sir bus ki anumti,me:HI rohit:HI patidar:EN sir:EN me:HI dewas:HI dist:EN se:HI hu:HI sir:EN me:HI 11th:EN class:EN ka:HI students:EN hu:HI sir:EN jo:HI apne:HI abhi:HI school:EN buss:HI ki:HI anumati:HI nhi:HI di:HI he:HI usse:HI sir:EN gav:HI ke:HI student:EN ko:HI bahut:HI dikt:HI ati:HI he:HI sir:EN or:EN bahut:HI students:EN government:EN bus:EN se:HI ati:HI he:HI padye:HI ke:HI liye:HI apni:HI please:EN sir:EN bus:EN ki:HI anumti:HI,bus,anumati nhi di he usse gav ke student ko bahut dikt ati he,0.449,0.57
12,in se poochain ke jb last tym 3rd wave jb cambridge bachon ke exam ho rhe te toh 3000case pr apne exam cancel krdiyay the right then whats about now we r not bache jaisay woh bache the,in:EN se:HI poochain:HI ke:HI jb:EN last:EN tym:HI 3rd:EN wave:EN jb:EN cambridge:EN bachon:HI ke:HI exam:EN ho:HI rhe:HI te:HI toh:HI 3000case:HI pr:EN apne:HI exam:EN cancel:EN krdiyay:HI the:EN right:EN then:EN whats:EN about:EN now:EN we:EN r:EN not:EN bache:HI jaisay:HI woh:HI bache:HI the:HI,exam,whats about now we r not bache jaisay woh bache the,0.22,0.78
541,guru present mein rehkar apne views rakh pao na toh aya karo comments karne qki ye past ka rona toh hum khub sunte hain par wo justification nhi h aj jo injustice horha h aj uska two wrongs don t make a right,guru:HI present:EN mein:HI rehkar:HI apne:HI views:EN rakh:HI pao:HI na:HI toh:HI aya:HI karo:HI comments:EN karne:HI qki:HI ye:HI past:EN ka:HI rona:HI toh:HI hum:HI khub:HI sunte:HI hain:HI par:HI wo:HI justification:EN nhi:HI h:EN aj:HI jo:HI injustice:EN horha:HI h:EN aj:HI uska:HI two:EN wrongs:EN don:EN t:EN make:EN a:EN right:EN,comments,present mein rehkar apne views rakh pao na toh aya karo comments karne,0.456,0.506
189,accha to ye sb job modi apne italian dosto ko dega hai na,accha:HI to:HI ye:HI sb:EN job:EN modi:HI apne:HI italian:EN dosto:HI ko:HI dega:HI hai:HI na:HI,job,apne italian dosto ko dega,0.15,0.75
15,view k chakkar or paise ki laalach me india chle gye jawaid bhai apne kafil ko dhoka dekar toh ek hi news bar bar repeat krna inke liye kon c badi baat h bhai,view:EN k:HI chakkar:HI or:EN paise:HI ki:HI laalach:HI me:HI india:EN chle:HI gye:HI jawaid:EN bhai:HI apne:HI kafil:HI ko:HI dhoka:HI dekar:HI toh:HI ek:HI hi:HI news:EN bar:EN bar:EN repeat:EN krna:HI inke:HI liye:HI kon:HI c:EN badi:HI baat:HI h:EN bhai:HI,jawaid bhai,view k chakkar or paise ki laalach me india chle gye apne kafil ko dhoka dekar,0.523,0.521
202,bas kr sebi bhut ho gya kab hum sahara sebi case k piche bhagte rhenge apne paiso k lye paisa wapas kro sebi,bas:HI kr:EN sebi:HI bhut:HI ho:HI gya:HI kab:HI hum:HI sahara:EN sebi:HI case:EN k:HI piche:HI bhagte:HI rhenge:HI apne:HI paiso:HI k:HI lye:EN paisa:HI wapas:HI kro:HI sebi:HI,sahara sebi case,kab hum sahara sebi case k piche bhagte rhenge,0.279,0.468
4,ek nari ko duniya ke samne apne nagan sarir ko pradarshan karna sobha nahi deta aisi isthiti kewal band kamre me apne pati ke sath hona chahiye apke pass srif 3 din hai ye sab rok do hari om namo narayan thanks,ek:HI nari:HI ko:HI duniya:HI ke:HI samne:HI apne:HI nagan:EN sarir:EN ko:HI pradarshan:HI karna:HI sobha:HI nahi:HI deta:HI aisi:HI isthiti:HI kewal:HI band:HI kamre:HI me:HI apne:HI pati:HI ke:HI sath:HI hona:HI chahiye:HI apke:HI pass:EN srif:HI 3:EN din:HI hai:HI ye:HI sab:HI rok:HI do:EN hari:HI om:HI namo:EN narayan:HI thanks:EN,nagan sarir ko pradarshan,sobha nahi deta,0.15,0.7
421,gurl pakistani girls k apne aap e ho jaty hn fikr not,gurl:EN pakistani:EN girls:EN k:HI apne:HI aap:HI e:EN ho:HI jaty:HI hn:HI fikr:HI not:EN,girls,apne aap e ho jaty hn fikr not,0.5,0.4
116,dusit rajnitik mansik aapda se to apne aapko bacha nahi paye aur natural aapada se bachane ki bat karte hai mp atitith sikshak isaka jeeta jagata example hai not true maternal uncle of mp s people,dusit:EN rajnitik:HI mansik:HI aapda:HI se:HI to:HI apne:HI aapko:HI bacha:HI nahi:HI paye:HI aur:HI natural:EN aapada:HI se:HI bachane:HI ki:HI bat:EN karte:HI hai:HI mp:EN atitith:HI sikshak:HI isaka:EN jeeta:HI jagata:HI example:EN hai:HI not:EN true:EN maternal:EN uncle:EN of:EN mp:EN s:EN people:EN,natural aapada,natural aapada se bachane ki bat karte hai,0.2,0.75
308,national jaleel sab jail mein hai teri mako chod rahe hai kaha se mila ye data bhosdike apne baap modi ko dekh khula ghum raha hai or pm bhi bana hai or gujraat mein kaand karke or galat nai hota to wo time ki report video or google ne 10 pe rakha tha most criminals mein or usa ne banned kiya th,national:EN jaleel:HI sab:HI jail:EN mein:HI hai:HI teri:HI mako:EN chod:HI rahe:HI hai:HI kaha:HI se:HI mila:HI ye:HI data:EN bhosdike:HI apne:HI baap:HI modi:HI ko:HI dekh:HI khula:HI ghum:HI raha:HI hai:HI or:EN pm:EN bhi:HI bana:HI hai:HI or:EN gujraat:HI mein:HI kaand:EN karke:HI or:EN galat:HI nai:HI hota:HI to:HI wo:HI time:EN ki:HI report:EN video:EN or:EN google:EN ne:HI 10:EN pe:HI rakha:HI tha:HI most:EN criminals:EN mein:HI or:EN usa:EN ne:HI banned:EN kiya:HI th:HI,modi,khula ghum raha hai or pm bhi bana hai,0.2,0.9
48,mein v changa mera peo v changa meri maa v changi ristdaar baki apko pata hi hain suna hoga apne b yeh song,mein:HI v:EN changa:HI mera:HI peo:HI v:EN changa:HI meri:HI maa:HI v:EN changi:EN ristdaar:HI baki:HI apko:HI pata:HI hi:HI hain:HI suna:HI hoga:HI apne:HI b:EN yeh:HI song:EN,mein,changa,0.75,0.5
457,mukesh sit mein aapse 101 sahmat hun aur agar mughalon ko etana achha kuchh aata to apne desh mein banakar khada karte ye sab hamaare saath etihasik dhokha hai desh ke adbhut mandir jinka koi kisi ko pata nahi hone diya saare jahan se achha hindostan hamara,mukesh:HI sit:EN mein:HI aapse:HI 101:EN sahmat:EN hun:HI aur:HI agar:HI mughalon:HI ko:HI etana:EN achha:HI kuchh:HI aata:HI to:HI apne:HI desh:HI mein:HI banakar:HI khada:HI karte:HI ye:HI sab:HI hamaare:HI saath:HI etihasik:HI dhokha:HI hai:HI desh:HI ke:HI adbhut:HI mandir:HI jinka:HI koi:HI kisi:HI ko:HI pata:HI nahi:HI hone:HI diya:HI saare:HI jahan:HI se:HI achha:HI hindostan:EN hamara:HI,mughalon,etana achha kuchh aata to apne desh mein banakar khada karte,0.325,0.585
464,please apne kuch kuch tweets mai starplus aur deeya ko tag karte aoo fansdemandsaakks2 shauryaauranokhikikahani,please:EN apne:HI kuch:HI kuch:HI tweets:EN mai:HI starplus:HI aur:HI deeya:EN ko:HI tag:EN karte:HI aoo:EN fansdemandsaakks2:HI shauryaauranokhikikahani:HI,kahaani,shauryaauranokhikikahani,0.6,0.45
20,raffle pe debets karle dango pe karle apne chamcho pe karle pm care fund pe karl mahangai pe karle ye karke dikha pahle sahi mudde pe karle pahle,raffle:EN pe:HI debets:HI karle:HI dango:EN pe:HI karle:HI apne:HI chamcho:HI pe:HI karle:HI pm:EN care:EN fund:EN pe:HI karl:HI mahangai:HI pe:HI karle:HI ye:HI karke:HI dikha:HI pahle:HI sahi:HI mudde:HI pe:HI karle:HI pahle:HI,dango,karle,0.2,0.7
390,direct apne target ki taiyari krta sir maine hr area me try kiya ki kahi se paisa jyada earn kr saku bt koi fayada nhi huaa kama to rha hu dil laga kr bt mahngai ne or rula diya hai kuch samjh nhi aa rha kya karu kaise karu,direct:EN apne:HI target:EN ki:HI taiyari:HI krta:HI sir:EN maine:HI hr:EN area:EN me:HI try:EN kiya:HI ki:HI kahi:HI se:HI paisa:HI jyada:HI earn:EN kr:EN saku:HI bt:HI koi:HI fayada:HI nhi:HI huaa:HI kama:HI to:EN rha:HI hu:HI dil:HI laga:HI kr:EN bt:HI mahngai:HI ne:HI or:EN rula:HI diya:HI hai:HI kuch:HI samjh:HI nhi:HI aa:HI rha:HI kya:HI karu:HI kaise:HI karu:HI,paisa,kahi se paisa jyada earn kr saku bt koi fayada nhi huaa,0.557,0.61
25,aapne apne kafil ko kyu dhoka diya bhai sab pehle se hi plan tha na india jaakr biwi k sath youtube pr numaaish kr k haram ka paisa kamaana tha halal ki roti to hazam nhi horahi thi right na bhai nvr expected,aapne:HI apne:HI kafil:HI ko:HI kyu:HI dhoka:HI diya:HI bhai:HI sab:HI pehle:HI se:HI hi:HI plan:EN tha:HI na:HI india:EN jaakr:HI biwi:HI k:HI sath:HI youtube:EN pr:EN numaaish:HI kr:EN k:HI haram:HI ka:HI paisa:HI kamaana:HI tha:HI halal:HI ki:HI roti:HI to:EN hazam:HI nhi:HI horahi:HI thi:HI right:EN na:HI bhai:HI nvr:EN expected:EN,halal ki roti,hazam nhi horahi thi,0.14,0.82
169,baron aji lan mera trophy kaha hai runs kya apne shirt par chipka ke chalega vo,baron:EN aji:HI lan:EN mera:HI trophy:EN kaha:HI hai:HI runs:EN kya:HI apne:HI shirt:EN par:HI chipka:HI ke:HI chalega:HI vo:HI,runs,kya apne shirt par chipka ke chalega vo,0.15,0.8
192,apne khobsorat mamu zad bhai zulfiqar abdull shakoor khan or khala zad bhai saqlen mir kesath unke ghar main chand aks,apne:HI khobsorat:HI mamu:HI zad:EN bhai:HI zulfiqar:EN abdull:HI shakoor:EN khan:EN or:EN khala:HI zad:EN bhai:HI saqlen:HI mir:HI kesath:HI unke:HI ghar:HI main:HI chand:HI aks:HI,khala zad bhai,kesath unke ghar main chand aks,0.683,0.355
11,d h nair koi apne jeb se nahin deta owaisi bhi nahin deta,d:EN h:EN nair:HI koi:HI apne:HI jeb:HI se:HI nahin:HI deta:HI owaisi:EN bhi:HI nahin:HI deta:HI,d h nair,apne jeb se nahin deta,0.35,0.45
77,abe apne ghar me dekh lo pehle aapke apne sheher delhi mein jantar mantar par kya ho raha hai uspe to muh nahi khulega you are the same as the bigots from across the border no difference at all,abe:HI apne:HI ghar:HI me:HI dekh:HI lo:HI pehle:HI aapke:HI apne:HI sheher:HI delhi:EN mein:HI jantar:HI mantar:HI par:HI kya:HI ho:HI raha:HI hai:HI uspe:HI to:EN muh:HI nahi:HI khulega:HI you:EN are:EN the:EN same:EN as:EN the:EN bigots:EN from:EN across:EN the:EN border:EN no:EN difference:EN at:EN all:EN,jantar mantar,uspe to muh nahi khulega,0.325,0.625
517,bahl s nagar gbn noida authority uncle ka acha timepass horaha hai wase uncle apne address ni bheja abitak mujhe,bahl:EN s:EN nagar:HI gbn:EN noida:EN authority:EN uncle:EN ka:HI acha:HI timepass:EN horaha:HI hai:HI wase:HI uncle:EN apne:HI address:EN ni:HI bheja:HI abitak:HI mujhe:HI,authority,acha timepass horaha hai,0.2,0.7
128,farzi kisan andolan ke liye koi permission nhi chahiye democracy ha bhai shaheen bagh me farzi andolan or roads blok kr skte ha par hindu apne desh me equal laws ki maang kre to secularism khatre me agya isupportashwiniupadhyay isupportashwiniupadhyay,farzi:EN kisan:HI andolan:HI ke:HI liye:HI koi:HI permission:EN nhi:HI chahiye:HI democracy:EN ha:HI bhai:HI shaheen:HI bagh:HI me:HI farzi:EN andolan:HI or:EN roads:EN blok:EN kr:EN skte:HI ha:HI par:HI hindu:EN apne:HI desh:HI me:HI equal:EN laws:EN ki:HI maang:HI kre:HI to:HI secularism:EN khatre:HI me:HI agya:HI isupportashwiniupadhyay:HI isupportashwiniupadhyay:HI,andolan,farzi kisan andolan ke liye koi permission nhi chahiye,0.15,0.8
57,dishul apne name mein he ek brand hai yeh ek essa brand hai jo love purity aur emotions se bana please support this brand guys dishulwithresponsivefloors,dishul:HI apne:HI name:EN mein:HI he:HI ek:HI brand:EN hai:HI yeh:HI ek:HI essa:EN brand:EN hai:HI jo:HI love:EN purity:EN aur:HI emotions:EN se:HI bana:HI please:EN support:EN this:EN brand:EN guys:EN dishulwithresponsivefloors:HI,brand,love purity aur emotions se bana,0.906,0.571
